art_id,criteriaID,human_annotation,human_annotation2,gpt_annotation,expost_groundtruth,to_annotate,human_annotation_verbose,human_annotation2_verbose,gpt_annotation_verbose,borderline,motivation
185,NegTarg2,['4'],[],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
185,SensLang,2,1,2,,False,Abbastanza sensazionale,Sensazionale,Abbastanza sensazionale,False,
185,NegTarg1,1,2,2,,True,No,Si,Si,False,LLM INCORRECT
185,ArtBias,1,2,1,,False,Di parte,Abbastanza di parte,Di parte,False,
186,LedePres,1,2,1,,True,No,Si,No,False,
186,NegTarg2,['4'],[],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
188,LedePres,2,1,1,,True,Si,No,No,False,
192,HeadAcc1,4,2,3,3.0,True,Accurato,Abbastanza inaccurato,Abbastanza accurato,False,valore medio resonable
192,ArtBias,1,3,1,1.0,True,Di parte,Abbastanza imparziale,Di parte,False,sembra di parte 
195,Type,1,3,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
196,ArtBias,2,3,1,,False,Abbastanza di parte,Abbastanza imparziale,Di parte,False,
198,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
198,NegTarg1,2,1,2,,True,Si,No,Si,False,LLM CORRECT
199,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
199,Type,3,1,1,,True,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale","Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
199,HeadAcc1,2,3,4,,False,Abbastanza inaccurato,Abbastanza accurato,Accurato,False,
201,LedePres,1,2,2,,True,No,Si,Si,False,
201,HeadAcc1,3,4,3,,False,Abbastanza accurato,Accurato,Abbastanza accurato,False,
203,NegTarg2,['3'],[],"['1', '3']",,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
203,NegTarg1,1,2,1,,True,No,Si,No,False,LLM CORRECT
204,Type,2,1,1,,True,Editoriale o opinione,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale","Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
204,LedePres,1,2,1,,True,No,Si,No,False,
207,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
207,Type,3,2,1,,True,Inchiesta,Editoriale o opinione,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
208,Type,2,3,1,,True,Editoriale o opinione,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
208,HeadAcc1,3,4,3,,False,Abbastanza accurato,Accurato,Abbastanza accurato,False,
209,LedePres,1,2,1,,True,No,Si,No,False,
209,ArtBias,2,3,2,,False,Abbastanza di parte,Abbastanza imparziale,Abbastanza di parte,False,
209,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
210,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
210,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
210,NegTarg1,1,2,2,,True,No,Si,Si,False,LLM CORRECT
212,LedePres,1,2,1,,True,No,Si,No,False,
213,HeadAcc1,2,3,3,,False,Abbastanza inaccurato,Abbastanza accurato,Abbastanza accurato,False,
213,ArtBias,3,2,3,,False,Abbastanza imparziale,Abbastanza di parte,Abbastanza imparziale,False,
213,SensLang,4,3,2,,False,Neutro,Abbastanza neutro,Abbastanza sensazionale,False,
214,Type,1,3,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
214,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
215,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
216,Type,2,3,1,,True,Editoriale o opinione,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
217,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
217,LedePres,1,2,2,,True,No,Si,Si,False,
217,Type,3,1,1,,True,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale","Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
218,HeadAcc1,2,3,3,,False,Abbastanza inaccurato,Abbastanza accurato,Abbastanza accurato,False,
219,HeadAcc1,3,2,3,,False,Abbastanza accurato,Abbastanza inaccurato,Abbastanza accurato,False,
219,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
220,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
220,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
221,HeadAcc1,4,2,4,4.0,True,Accurato,Abbastanza inaccurato,Accurato,False,valore medio resonable
221,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
222,LedePres,2,1,2,,True,Si,No,Si,False,
222,ArtBias,3,2,3,,False,Abbastanza imparziale,Abbastanza di parte,Abbastanza imparziale,False,
222,HeadAcc1,4,2,3,3.0,True,Accurato,Abbastanza inaccurato,Abbastanza accurato,False,"abbastanza accurato, mi aspettavo qualcosa su tokyo e giochi nel testo"
223,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
223,LedePres,1,2,2,,True,No,Si,Si,False,
225,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
225,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
226,NegTarg2,[],['4'],['3'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
226,ArtBias,2,3,3,,False,Abbastanza di parte,Abbastanza imparziale,Abbastanza imparziale,False,
226,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
227,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
228,HeadAcc1,2,3,3,,False,Abbastanza inaccurato,Abbastanza accurato,Abbastanza accurato,False,
229,NegTarg1,2,1,1,,True,Si,No,No,False,LLM INCORRECT
229,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
229,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
229,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
230,LedePres,2,1,2,,True,Si,No,Si,False,
232,Type,2,3,1,,True,Editoriale o opinione,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
233,LedePres,2,1,1,,True,Si,No,No,False,
234,Type,3,1,1,,True,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale","Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
235,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
235,LedePres,2,1,2,,True,Si,No,Si,False,
235,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
235,SensLang,3,2,3,,False,Abbastanza neutro,Abbastanza sensazionale,Abbastanza neutro,False,
237,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
237,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
237,LedePres,2,1,2,,True,Si,No,Si,False,
237,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
238,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
240,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
241,Type,5,1,1,,True,Notizia di costume o cronaca rosa,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale","Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
242,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
242,ArtBias,4,3,2,,False,Imparziale,Abbastanza imparziale,Abbastanza di parte,False,
242,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
242,NegTarg1,2,1,1,,True,Si,No,No,False,LLM INCORRECT
243,NegTarg2,[],['1'],['-1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
244,HeadAcc1,3,2,4,,False,Abbastanza accurato,Abbastanza inaccurato,Accurato,False,
244,NegTarg2,['4'],[],['4'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
244,ArtBias,4,3,2,,False,Imparziale,Abbastanza imparziale,Abbastanza di parte,False,
244,NegTarg1,1,2,1,,True,No,Si,No,False,LLM INCORRECT
245,HeadAcc1,2,3,4,,False,Abbastanza inaccurato,Abbastanza accurato,Accurato,False,
245,ArtBias,3,2,2,,False,Abbastanza imparziale,Abbastanza di parte,Abbastanza di parte,False,
245,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
245,NegTarg1,2,1,1,,True,Si,No,No,False,LLM CORRECT
245,SensLang,3,2,3,,False,Abbastanza neutro,Abbastanza sensazionale,Abbastanza neutro,False,
246,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
246,Type,2,3,1,,True,Editoriale o opinione,Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
246,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
246,HeadAcc1,4,3,4,,False,Accurato,Abbastanza accurato,Accurato,False,
248,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
249,HeadAcc1,3,2,4,,False,Abbastanza accurato,Abbastanza inaccurato,Accurato,False,
251,Type,3,2,2,,True,Inchiesta,Editoriale o opinione,Editoriale o opinione,False,
254,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
256,HeadAcc1,2,3,4,,False,Abbastanza inaccurato,Abbastanza accurato,Accurato,False,
256,SensLang,2,3,3,,False,Abbastanza sensazionale,Abbastanza neutro,Abbastanza neutro,False,
257,LedePres,2,1,2,,True,Si,No,Si,False,
257,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
259,LedePres,1,2,2,,True,No,Si,Si,False,
259,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
261,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
261,LedePres,1,2,2,,True,No,Si,Si,False,
261,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
262,LedePres,1,2,1,,True,No,Si,No,False,
265,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
266,NegTarg2,['4'],[],['4'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
266,ArtBias,2,3,2,,False,Abbastanza di parte,Abbastanza imparziale,Abbastanza di parte,False,
266,NegTarg1,2,1,1,,True,Si,No,No,False,LLM INCORRECT
267,HeadAcc1,2,3,3,,False,Abbastanza inaccurato,Abbastanza accurato,Abbastanza accurato,False,
267,ArtBias,3,2,1,,False,Abbastanza imparziale,Abbastanza di parte,Di parte,False,
267,NegTarg2,"['4', '3']",['4'],"['1', '4']",,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
268,HeadAcc1,3,2,3,,False,Abbastanza accurato,Abbastanza inaccurato,Abbastanza accurato,False,
273,NegTarg2,[],['2'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
275,LedePres,1,2,1,,True,No,Si,No,False,
276,HeadAcc1,1,3,4,2.0,True,Non accurato,Abbastanza accurato,Accurato,False,
277,HeadAcc1,2,3,3,,False,Abbastanza inaccurato,Abbastanza accurato,Abbastanza accurato,False,
277,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
280,LedePres,1,2,2,,True,No,Si,Si,False,
281,HeadAcc1,2,4,4,4.0,True,Abbastanza inaccurato,Accurato,Accurato,False,
282,ArtBias,2,3,2,,False,Abbastanza di parte,Abbastanza imparziale,Abbastanza di parte,False,
282,NegTarg2,[],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
282,HeadAcc1,2,4,4,4.0,True,Abbastanza inaccurato,Accurato,Accurato,False,
282,NegTarg1,1,2,1,,True,No,Si,No,False,LLM INCORRECT
283,LedePres,1,2,1,,True,No,Si,No,False,
283,Type,1,2,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Editoriale o opinione,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
283,SensLang,2,3,2,,False,Abbastanza sensazionale,Abbastanza neutro,Abbastanza sensazionale,False,
284,LedePres,1,2,2,,True,No,Si,Si,False,
284,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
286,NegTarg1,2,1,1,,True,Si,No,No,False,LLM CORRECT
286,NegTarg2,[],['4'],['2'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
287,ArtBias,1,2,1,,False,Di parte,Abbastanza di parte,Di parte,False,
289,LedePres,1,2,2,,True,No,Si,Si,False,
289,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
290,SensLang,2,4,3,4.0,True,Abbastanza sensazionale,Neutro,Abbastanza neutro,False,
290,LedePres,1,2,1,,True,No,Si,No,False,
290,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
291,Type,1,3,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
291,SensLang,3,4,2,,False,Abbastanza neutro,Neutro,Abbastanza sensazionale,False,
293,HeadAcc1,3,4,3,,False,Abbastanza accurato,Accurato,Abbastanza accurato,False,
294,LedePres,1,2,2,,True,No,Si,Si,False,
294,Type,1,5,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Notizia di costume o cronaca rosa,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
295,HeadAcc1,1,2,2,,False,Non accurato,Abbastanza inaccurato,Abbastanza inaccurato,False,
295,ArtBias,2,4,2,2.0,True,Abbastanza di parte,Imparziale,Abbastanza di parte,False,abbastanza di parte specialmente nel titolo
295,SensLang,2,4,2,4.0,True,Abbastanza sensazionale,Neutro,Abbastanza sensazionale,False,
295,NegTarg2,['3'],"['4', '3']",['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
296,SensLang,4,3,3,,False,Neutro,Abbastanza neutro,Abbastanza neutro,False,
297,NegTarg2,['4'],[],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
298,SensLang,1,4,4,4.0,True,Sensazionale,Neutro,Neutro,False,
300,SensLang,2,4,3,3.0,True,Abbastanza sensazionale,Neutro,Abbastanza neutro,False,
300,HeadAcc1,1,2,2,,False,Non accurato,Abbastanza inaccurato,Abbastanza inaccurato,False,
301,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
301,Type,1,3,3,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Inchiesta,Inchiesta,False,
304,Type,1,2,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Editoriale o opinione,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
304,NegTarg2,"['2', '4']",['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
304,HeadAcc1,2,4,3,3.0,True,Abbastanza inaccurato,Accurato,Abbastanza accurato,False,
306,LedePres,1,2,1,,True,No,Si,No,False,
306,SensLang,3,4,4,,False,Abbastanza neutro,Neutro,Neutro,False,
306,ArtBias,3,4,4,,False,Abbastanza imparziale,Imparziale,Imparziale,False,
307,SensLang,2,3,2,,False,Abbastanza sensazionale,Abbastanza neutro,Abbastanza sensazionale,False,
307,HeadAcc1,2,3,4,,False,Abbastanza inaccurato,Abbastanza accurato,Accurato,False,
308,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
311,ArtBias,3,4,2,,False,Abbastanza imparziale,Imparziale,Abbastanza di parte,False,
311,HeadAcc1,3,2,2,,False,Abbastanza accurato,Abbastanza inaccurato,Abbastanza inaccurato,False,
311,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
312,ArtBias,2,3,3,,False,Abbastanza di parte,Abbastanza imparziale,Abbastanza imparziale,False,
313,ArtBias,2,1,1,,False,Abbastanza di parte,Di parte,Di parte,False,
314,LedePres,1,2,1,,True,No,Si,No,False,
317,NegTarg2,['4'],[],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
317,Type,1,2,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Editoriale o opinione,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
317,SensLang,3,4,2,,False,Abbastanza neutro,Neutro,Abbastanza sensazionale,False,
319,LedePres,1,2,2,,True,No,Si,Si,False,
319,NegTarg1,1,2,1,,True,No,Si,No,False,LLM CORRECT
319,NegTarg2,['4'],[],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
320,LedePres,1,2,2,,True,No,Si,Si,False,
321,HeadAcc1,3,2,4,,False,Abbastanza accurato,Abbastanza inaccurato,Accurato,False,
324,HeadAcc1,2,4,3,3.0,True,Abbastanza inaccurato,Accurato,Abbastanza accurato,False,
324,NegTarg1,1,2,2,,True,No,Si,Si,False,LLM CORRECT
324,SensLang,1,2,1,,False,Sensazionale,Abbastanza sensazionale,Sensazionale,False,
324,ArtBias,1,2,1,,False,Di parte,Abbastanza di parte,Di parte,False,
326,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
327,NegTarg2,['2'],['4'],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM INCORRECT
328,LedePres,2,1,2,,True,Si,No,Si,False,
328,Type,1,5,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Notizia di costume o cronaca rosa,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
330,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
330,LedePres,1,2,2,,True,No,Si,Si,False,
331,ArtBias,2,3,1,,False,Abbastanza di parte,Abbastanza imparziale,Di parte,False,
335,ArtBias,4,3,3,,False,Imparziale,Abbastanza imparziale,Abbastanza imparziale,False,
336,SensLang,4,2,3,4.0,True,Neutro,Abbastanza sensazionale,Abbastanza neutro,False,
338,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
338,Type,1,3,1,,True,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",Inchiesta,"Notizia di cronaca, attualita’, notizia che riguarda il paese o notizia internazionale",False,
339,SensLang,4,2,4,4.0,True,Neutro,Abbastanza sensazionale,Neutro,False,
339,ArtBias,2,4,4,4.0,True,Abbastanza di parte,Imparziale,Imparziale,False,imparziale notizia abbastanza secca
340,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
340,HeadAcc1,2,3,3,,False,Abbastanza inaccurato,Abbastanza accurato,Abbastanza accurato,False,
340,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
341,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
341,LedePres,1,2,2,,True,No,Si,Si,False,
342,LedePres,1,2,2,,True,No,Si,Si,False,
342,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
343,LedePres,1,2,2,,True,No,Si,Si,False,
344,HeadAcc1,3,4,4,,False,Abbastanza accurato,Accurato,Accurato,False,
344,LedePres,1,2,2,,True,No,Si,Si,False,
345,LedePres,2,1,1,,True,Si,No,No,False,
345,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
345,HeadAcc1,3,4,3,,False,Abbastanza accurato,Accurato,Abbastanza accurato,False,
345,NegTarg2,['4'],[],['1'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
345,NegTarg1,1,2,1,,True,No,Si,No,False,LLM INCORRECT
345,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
346,HeadAcc1,4,3,3,,False,Accurato,Abbastanza accurato,Abbastanza accurato,False,
346,SensLang,2,3,2,,False,Abbastanza sensazionale,Abbastanza neutro,Abbastanza sensazionale,False,
350,NegTarg1,1,2,2,,True,No,Si,Si,False,LLM CORRECT
350,LedePres,1,2,2,,True,No,Si,Si,False,
350,SensLang,3,4,3,,False,Abbastanza neutro,Neutro,Abbastanza neutro,False,
350,NegTarg2,['4'],[],['4'],,True,"{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}","{'1': 'Politica', '2': 'Gender', '3': 'Religione', '4': 'Altro'}",False,LLM CORRECT
350,ArtBias,3,4,3,,False,Abbastanza imparziale,Imparziale,Abbastanza imparziale,False,
351,HeadAcc1,3,4,3,,False,Abbastanza accurato,Accurato,Abbastanza accurato,False,
351,LedePres,2,1,1,,True,Si,No,No,False,
